Date	Temperature	Humidity	Pressure	WindSpeed	Precipitation	MA_5
2023-01-01	30.618101782710436	62	1019.3369182375988	6.730862110216936	0.1654446814945859	
2023-01-02	39.260714596148745	60	1010.0753436313408	7.134607456427013	0.2243887869157015	
2023-01-03	35.97990912717108	60	1012.2533279771252	7.867279903754933	0.3346952007296807	
2023-01-04	33.97987726295555	67	1013.6535681967406	7.901004102659369	0.0728782841223758	
2023-01-05	27.34027960663655	69	1014.8780980080874	6.188183496743835	0.2247169176068688	33.43577647512447
2023-01-06	27.33991780504304	70	1018.5081751783616	7.3640631640210845	0.2939421855551934	32.780139679590995
2023-01-07	25.871254182522993	71	1010.8788762454014	6.886371303064519	0.4742916774257169	30.10224759686584
2023-01-08	37.992642186624025	72	1018.0586488674114	9.309990139139686	0.1262638910377096	30.50479420875643
2023-01-09	34.01672517614813	71	1010.5565348935696	7.1815907958094005	0.1796253739581227	30.512163791394947
2023-01-10	35.62108866694068	73	1018.4231403529818	6.64619297048897	0.1896792949612119	32.16832560345577
2023-01-11	25.308767414437035	61	1010.5163547787452	6.426912698091105	0.3027690788224414	31.762095525334576
2023-01-12	39.54864778242992	78	1010.1824248142836	7.434566556600794	0.1783660265200008	34.49757424531596
2023-01-13	37.48663961200633	77	1016.9696146236644	8.823861876405385	0.2667559626498478	34.39637373039242
2023-01-14	28.185086660174143	62	1019.972555347684	7.230408942284725	0.3908951649225147	33.230046027197616
2023-01-15	27.727374508106507	76	1018.9661026297402	7.969931050483249	0.3526927970561018	31.651303195430785
2023-01-16	27.751067647801506	67	1015.7599841780566	8.42713460143915	0.2231843232562927	32.139763242103676
2023-01-17	29.563633644393065	69	1019.1739561308552	7.121008659272391	0.4321080888370844	30.14276041449631
2023-01-18	32.871346474483566	61	1010.053000063976	6.560902339929186	0.2790701247969314	29.219701786991756
2023-01-19	31.479175279631736	78	1019.7506716294514	9.259992267174695	0.2699529197511062	29.878519510883272
2023-01-20	29.368437102970628	68	1014.907487792588	6.505036504167353	0.017093882969579	30.206732029856102
2023-01-21	34.17779342083569	66	1017.2289609662178	6.771657103453526	0.4933464901785808	31.492077184462936
2023-01-22	27.092407909780626	63	1018.2086147315335	9.942047880050662	0.0614854042648133	30.99783203754045
2023-01-23	29.382169728028273	77	1017.1845727083656	4.001425141455307	0.1155654562138233	30.299996688249387
2023-01-24	30.495427649405375	72	1015.3503673204492	5.112837457460335	0.0258484186207634	30.103247162204116
2023-01-25	31.84104976325554	70	1014.766194841264	6.303783339518354	0.3200014834184568	30.597769694261096
2023-01-26	36.777639420895206	63	1018.3858255870264	9.595539456551515	0.11235058848634	31.117738894273003
2023-01-27	27.995106732375397	63	1012.0507756014946	4.420178234484826	0.0900052187363617	31.298278658791958
2023-01-28	32.71351657620417	69	1019.6799406650424	4.056912601770988	0.0442777921116206	31.96454802842714
2023-01-29	33.88621853293064	64	1017.1095247883676	4.316103015863371	0.0516544785620078	32.64270620513219
2023-01-30	25.696756190799967	68	1011.9950692733833	4.531260463681709	0.2923353502212943	31.413847490641082
2023-01-31	34.11317277852157	62	1017.3624718369848	4.225580639237565	0.3441039329332977	30.880954162166347
2023-02-01	27.557861855309373	76	1015.2984002318112	6.878687961139029	0.1986894942322005	30.793505186753144
2023-02-02	25.97577389477919	62	1017.0723009564445	7.484543243363966	0.2399485407960366	29.445956650468144
2023-02-03	39.2332830588	75	1017.6777950144284	5.630121826414024	0.342983867991492	30.515369555642017
2023-02-04	39.484480496118394	63	1010.8729017958968	6.389724303853813	0.0086898950927398	33.2729144167057
2023-02-05	37.125960221746915	77	1015.0610395635936	4.55019601066858	0.1615653285351392	33.87547190535078
2023-02-06	29.56920653760056	76	1019.3201434225692	6.018222782970533	0.4865488740351732	34.27774084180901
2023-02-07	26.46508171009576	66	1013.2064219215952	7.135115149807138	0.290056114847734	34.375602404872325
2023-02-08	35.263495397682355	64	1015.938830975579	8.393630843107871	0.1271122899487466	33.581644872648795
2023-02-09	31.60228740609402	71	1013.692304815099	4.020078172257875	0.2608650233181065	32.00520625464393
2023-02-10	26.83057352267168	76	1014.542679722191	6.803864599225916	0.1713267440604576	29.946128914828876
2023-02-11	32.427653651669054	72	1015.4860311793816	5.782017258729294	0.2661224944131495	30.517818337642574
2023-02-12	25.515827816728276	62	1015.4892197988896	9.116930930151408	0.0628707559033244	30.32796755896908
2023-02-13	38.639806031181735	68	1012.0173046233024	8.293319891405451	0.0663573269096386	31.003229685668952
2023-02-14	28.881699724000253	76	1016.8457154787984	7.5346512068253695	0.0717711810196964	30.4591121492502
2023-02-15	34.93783426530973	76	1010.8786811124264	5.663593874180641	0.4699098959634208	32.08056429777781
2023-02-16	29.675666141341164	79	1011.3882477344202	9.462034612345208	0.3664494591706709	31.530166795712233
2023-02-17	32.80102031766716	75	1010.0271089941432	4.270604063321939	0.0811909473311604	32.98720529590001
2023-02-18	33.200654190149194	72	1011.1669606414168	4.656805592074691	0.0941745418828007	31.899374927693497
2023-02-19	27.772816832882903	78	1014.7316620105188	6.3497808432421365	0.3654147374354382	31.67759834947003
2023-02-20	39.54376941646838	76	1016.0610188105584	4.7466253437811385	0.0780819223960869	32.59878537970176
2023-02-21	36.626992350416714	63	1017.9428944996646	9.73849418535655	0.1172806466674143	33.98905062151687
2023-02-22	39.09248412346284	71	1011.0669925011345	8.7879359328603	0.4816734164101995	35.247343382676
2023-02-23	38.422410256414736	68	1018.5072746001646	5.5538959096108815	0.1276532623642159	36.291694595929116
2023-02-24	33.968499682166275	78	1017.4597452554872	7.531325373839472	0.3308161751855734	37.530831165785784
2023-02-25	38.82811352534675	71	1014.0851829293592	9.89398309048049	0.4893156437002652	37.38769998756146
2023-02-26	26.327387530778793	68	1019.3293806709996	9.30519386878902	0.1871483835698963	35.32777902363388
2023-02-27	27.93974293628718	66	1019.909294764574	7.604790678653188	0.0087579954310311	33.09723078619875
2023-02-28	25.67840933365807	73	1012.0500181005324	9.422343803051623	0.1220736452111871	30.548430601647414
2023-03-01	29.879954961448966	79	1013.792285849638	9.935109458880154	0.4154385956708527	29.730721657503956
2023-03-02	30.83015934534223	78	1019.2644942358972	8.460116937361745	0.4323044179775183	28.131130821503046
2023-03-03	29.07023547660844	74	1017.2159655075128	4.389918456897364	0.3842596822618956	28.67970041066898
2023-03-04	37.43106263727894	75	1010.4809464396408	6.409481418552925	0.0565549095382865	30.57796435086733
2023-03-05	30.35129990040384	64	1017.815144817514	9.026954411699473	0.3977551858482016	31.512542464216484
2023-03-06	29.21401764531071	62	1018.2794088717748	5.383415174830114	0.4593388984967521	31.379355000988834
2023-03-07	33.14044124737373	71	1017.5050192476532	8.983855106503746	0.300304771273118	31.84141138139513
2023-03-08	27.11386337462144	79	1017.9953713091952	4.722032572209976	0.4704376781690324	31.45013696099773
2023-03-09	37.032954711310595	63	1018.251326766928	4.281672142886878	0.4134194418559387	31.370515375804064
2023-03-10	26.118259655196564	75	1011.8640498678816	6.304543668947497	0.3334857584954536	30.523907326762604
2023-03-11	39.80330404900776	66	1012.35691746065	4.2203916245596815	0.2885926183558741	32.64176460750202
2023-03-12	36.58367153944986	72	1016.3375856372018	9.743621577899956	0.1742868336209852	33.33041066591724
2023-03-13	27.980735223012587	69	1019.0786613046251	8.957234174763794	0.0796437226214025	33.50378503559547
2023-03-14	25.08283175685403	66	1013.1619658229648	8.80461812277925	0.3024769613452704	31.113760444704162
2023-03-15	37.23192142682251	73	1015.8830667579506	7.778667537976919	0.1590557768090597	33.33649279902935
2023-03-16	35.60286015771426	64	1016.8298206341714	5.2979441382193215	0.4332193337638227	32.49640402077065
2023-03-17	35.93510752061481	62	1014.5194860129905	7.109562200058353	0.4966684686793142	32.36669121700364
2023-03-18	36.569055200289185	70	1017.1378245485532	7.583644434582046	0.3762138813077862	34.08435521245896
2023-03-19	26.110669776011356	70	1018.9966744529218	7.150189005161609	0.0452408476435253	34.28992281629042
2023-03-20	30.37698592816409	77	1016.2410154418184	5.5614002077091635	0.144342797765319	32.91893571655874
2023-03-21	26.738035892876944	74	1015.3978106191464	7.091487545888356	0.0545548158828748	31.145970863591277
2023-03-22	37.946551388133905	71	1014.3874467538834	6.947118045211759	0.3252558238958579	31.548259637095093
